densidad	temperatura	job	potencial_mean	potencial_2	cinetica_mean	cinetica_2	total_mean	total_2	presion_mean	presion_2
0.300	0.78	02	-2.9482880176869837	8.70452989019229	1.1726795538817485	1.3792596261639283	-1.775608463805235	3.167577419635474	-0.02608459598188894	0.007490279374971809
0.300	0.78	03	-2.982388371159803	8.908072155567629	1.1704047772482482	1.3747133880268025	-1.811983593911555	3.3009957782431063	-0.03578347979253673	0.008924887442933939
0.300	0.78	01	-3.0086372062412305	9.065711498271257	1.1707869478061852	1.3756846683166126	-1.8378502584350451	3.3972680753035625	-0.03273605610720463	0.009020977060401073
0.300	1.32	02	-1.8039745972863688	3.259092994185009	1.9806154702921732	3.93619731350372	0.17664087300580447	0.050897939170288425	0.2259638284609837	0.058484977520979566
0.300	1.32	03	-1.7978597771093054	3.236610523931469	1.983635069503475	3.9475383338356895	0.18577529239416957	0.05274044808060179	0.23131189253409315	0.06157782261508908
0.300	1.32	01	-1.8119506148812174	3.2877175367451676	1.9776767509835096	3.9243226344524778	0.16572613610229198	0.04432615117557503	0.21869466427039813	0.0549004293745183
1.000	1.30	02	-4.841566857489884	23.451880656494744	1.960269162661957	3.8559381176075194	-2.881297694827927	8.327742824514777	11.207148702074281	125.89349613023542
1.000	1.30	03	-4.874510475607115	23.772131669850662	1.9351398087522123	3.758557064775202	-2.939370666854903	8.66709800081151	11.041224883523943	122.21289456053799
1.000	1.30	01	-4.876551491933294	23.79289006967585	1.9442606408754481	3.79264063922944	-2.9322908510578465	8.624276588584795	11.029416717110585	121.96945941799005
1.000	1.20	02	-5.007796288210283	25.08809298259618	1.7992576978146664	3.247768975089992	-3.2085385903956167	10.314420598086889	10.25127164903965	105.36540734058275
1.000	1.20	03	-5.016736770442086	25.177564220227605	1.788784666998905	3.2095148653906	-3.2279521034431813	10.438315738414504	10.206099628798956	104.43151472475428
1.000	1.20	01	-5.54472789642891	30.75580061898652	1.8081060715431942	3.280652070048787	-3.7366218248857153	13.98655074916819	7.350616001016813	54.36901000542407
1.000	0.90	02	-5.886736208373695	34.65848480679161	1.3462362500154206	1.8188336779271876	-4.540499958358275	20.628012093336864	5.227697246640026	27.465833059162943
1.000	0.90	03	-5.880342140485603	34.58416073382899	1.3538251559298924	1.838866647389879	-4.526516984555711	20.502147392535836	5.262930835712809	27.861940050655793
1.000	0.90	05	-5.891616523232536	34.716467154466756	1.3435502744549508	1.8104787731514635	-4.548066248777586	20.695802963240848	5.201059154045492	27.205464496915077
1.000	0.90	04	-5.885676786256733	34.64645384065005	1.3438596207581142	1.8115468997349828	-4.541817165498618	20.638945837819485	5.2298198057241905	27.500058587598247
1.000	0.90	01	-5.8762909268805945	34.535883896151546	1.35730978810749	1.8478454342970223	-4.518981138773104	20.43080912840012	5.284471006921398	28.071264235400115
1.000	0.90	06	-5.898756489609981	34.801253635949635	1.3385300693095843	1.7975055939687845	-4.560226420300396	20.808011324962578	5.159977068827764	26.793205048504397
1.000	2.00	02	-3.9686760205321114	15.77509749337004	3.035944140425451	9.247125764084316	-0.9327318801066603	0.9255817146989871	16.330898738823013	267.3356276825773
1.000	2.00	03	-3.988229688742393	15.927460731251056	3.011671820235677	9.10185159716661	-0.9765578685067161	1.006765116447215	16.238204404953116	264.22998329288356
1.000	2.00	05	-3.98184108009224	15.876515319810334	2.9996489198839384	9.028115708263218	-0.9821921602083016	1.016491766030677	16.26611821417993	265.1347642742275
1.000	2.00	04	-3.9722276428920265	15.801745951397027	3.0174423924364073	9.137191699768474	-0.9547852504556191	0.9684240774644718	16.316301811930032	266.8130180340503
1.000	2.00	01	-3.991883936526174	15.95906277385783	2.9880863026581004	8.962753186735997	-1.0037976338680736	1.0643787066869903	16.21332622028801	263.4820579117866
1.000	2.00	06	-3.9827384363629803	15.884074994883273	2.99991856652814	9.02796710606093	-0.9828198698348405	1.0152525200569384	16.265699712856026	265.12641560179577
1.000	1.10	02	-5.1867536281658895	26.91895539307853	1.6508771953849855	2.73382262352735	-3.535876432780904	12.524637271364282	9.230095759867174	85.64144968765963
1.000	1.10	10	-5.1494536764013255	26.526322235296245	1.6481700089236184	2.725778309543144	-3.5012836674777073	12.278363259839438	9.421635857600672	89.02748615695997
1.000	1.10	09	-5.688117559131392	32.362100024747434	1.6456970977822043	2.7167361295552017	-4.042420461349187	16.357284300526494	6.487732465309898	42.296226057724716
1.000	1.10	11	-5.153917445095691	26.57167887488414	1.6455177845991336	2.716627358133736	-3.508399660496557	12.326272768224952	9.39901123121269	88.5813168380551
1.000	1.10	03	-5.683677640945149	32.31396647145645	1.655355339572177	2.749435553354665	-4.028322301372971	16.246021064845515	6.517660040259739	42.757483714542936
1.000	1.10	07	-5.140728964493309	26.437277155027108	1.653589782482403	2.743802164378792	-3.487139182010907	12.181173692687322	9.468239612824755	89.92031639773165
1.000	1.10	05	-5.695012723581548	32.4417111299761	1.6469631848619941	2.7209400355843036	-4.048049538719553	16.404014737346156	6.454918746757528	41.90776902644636
1.000	1.10	04	-5.695387773206411	32.445751605933985	1.6554158175115823	2.7479007059154403	-4.039971955694829	16.336682235285455	6.453548053137545	41.880978439750876
1.000	1.10	12	-5.139004183279933	26.417967159460932	1.6489349341974016	2.7279187134879206	-3.490069249082532	12.200135354145464	9.479227185585577	90.09656813658255
1.000	1.10	01	-5.154284351500101	26.57505775063679	1.6479680299597916	2.724988554229086	-3.5063163215403086	12.3115387476012	9.39454273121383	88.48490317586136
1.000	1.10	08	-5.457390442991645	29.812039126364862	1.6465303026687452	2.7204144378804385	-3.8108601403229003	14.560088103656009	7.794282065044817	61.58030866317596
1.000	1.10	06	-5.703262660731695	32.53535554350323	1.649435726598591	2.72920554794465	-4.053826934133103	16.449879329582952	6.412679639288937	41.35081864031323
1.000	1.00	02	-5.835273482497441	34.0572296007997	1.4971321431460793	2.2485787924733662	-4.3381413393513615	18.832522192104143	5.615093337577497	31.722459631469647
1.000	1.00	03	-5.822981933735563	33.91362791660316	1.5087130724565256	2.2834354638349303	-4.314268861279038	18.625615707574845	5.679316132870454	32.440212836470884
1.000	1.00	01	-5.799623536400968	33.64641297056193	1.5137776948079658	2.2990322733365236	-4.2858458415930025	18.386498694380883	5.814677335771878	34.13332786797518
0.900	1.01	02	-5.101704324512876	26.033379428118387	1.515837851830617	2.3061516113444958	-3.5858664726822593	12.872764543520118	4.148040760525535	17.35578329583196
0.900	1.01	03	-5.09366427714701	25.95107246208107	1.5165028638363307	2.3072565455622853	-3.577161413310679	12.809110490455533	4.191645093533394	17.712908335002492
0.900	1.01	01	-5.089868505884689	25.913688991680164	1.50787281820515	2.2815004436529707	-3.5819956876795382	12.8454334585723	4.206598909345325	17.873801833515802
0.900	1.17	02	-4.915938181158348	24.17379706040025	1.7558821953343	3.0930960084541903	-3.160055985824047	10.004063573934948	5.2090482429345055	27.316283296064615
0.900	1.17	03	-4.915609686125151	24.17046505996563	1.7592740742718391	3.10439377527874	-3.156335611853312	9.97979063240203	5.20612251718875	27.285268211642407
0.900	1.17	01	-4.911831659263902	24.13296013629264	1.7505007317675418	3.0746936125552997	-3.16133092749636	10.011793617072046	5.224941724790294	27.4710309695653
0.900	1.24	02	-4.831672563863477	23.3540725863702	1.8630934394599323	3.4828935230404534	-2.9685791244035444	8.833842623052583	5.675197002233038	32.4258360147617
0.900	1.24	03	-4.819945264710318	23.240039476179707	1.8674465400149773	3.4998649539938427	-2.952498724695341	8.739090301067195	5.73217574522748	33.05615150305922
0.900	1.24	01	-4.828302248690408	23.3211502337396	1.8604772412281756	3.4726877204967206	-2.967825007462232	8.82701067867026	5.687281159081994	32.551619592071724
0.900	1.30	02	-4.765590518040093	22.720368660553483	1.9496758285556448	3.813306832002041	-2.8159146894844485	7.949698290764429	6.054079429694551	36.881438324608816
0.900	1.30	03	-4.764303360187444	22.70721950423911	1.95061138652003	3.8173769338164703	-2.8136919736674146	7.937817580287907	6.051341641564672	36.8276514582866
0.900	1.30	01	-4.765902685483088	22.72286108484283	1.9584166175257587	3.847551138276684	-2.807486067957329	7.902269215600626	6.0447586571505445	36.75718385103232
0.900	1.20	02	-4.879179953839904	23.81401214736854	1.7980571632543974	3.243455834787736	-3.081122790585506	9.512070228627652	5.401861950899734	29.373938144909857
0.900	1.20	03	-4.879869648890917	23.82149557292076	1.8028892935986318	3.261561608002688	-3.0769803552922856	9.48775170347467	5.407949129070932	29.447714446711426
0.900	1.20	01	-4.881863199857194	23.840073464402828	1.7973157600403014	3.2401296260929224	-3.0845474398168933	9.529758062653613	5.400136121476857	29.34228154069461
0.900	0.90	02	-5.227692382517841	27.33360016898324	1.3473449764489873	1.8207519662218379	-3.880347406068853	15.06666807199705	3.4247910730587012	11.852021545623991
0.900	0.90	03	-5.222231222610412	27.27602772656806	1.357723919297753	1.849759194251624	-3.8645073033126587	14.944202493284243	3.452000383211562	12.026370001604576
0.900	0.90	05	-5.230313861435156	27.36084424551763	1.3452012206065707	1.8148583107692517	-3.8851126408285857	15.103870784216145	3.4109279972531468	11.753668181772689
0.900	0.90	04	-5.227625746454777	27.333015973355305	1.3454007020960166	1.8161548971407997	-3.8822250443587603	15.082241553794752	3.427269758235378	11.872710147567568
0.900	0.90	01	-5.242174174680543	27.485112830297492	1.3478782627289083	1.823596811791875	-3.894295911951635	15.177005379326545	3.3538141687149228	11.374465066151696
0.900	0.90	06	-5.222917102785554	27.28344550889446	1.3558789734023193	1.844227476519164	-3.867038129383235	14.964334942936391	3.445606818597281	11.995366469317368
0.900	0.70	02	-5.486723797900775	30.107593045477014	1.0523336826200729	1.1118082890305447	-4.434390115280702	19.671934380028183	1.94405388596863	3.8748190850601594
0.900	0.70	03	-5.488355197953298	30.125194712758326	1.0477416674084459	1.1016572185883173	-4.4406135305448515	19.7265886537901	1.9295763375652757	3.81133141613623
0.900	0.70	01	-5.483777353632898	30.074811094254937	1.0462857205799148	1.0982805812053653	-4.437491633052983	19.697568553574534	1.9587759592866019	3.917456341234069
0.900	1.09	02	-5.011202977843641	25.119668569515177	1.6316610184121236	2.67286464263157	-3.379541959431517	11.4409347864347	4.669026867329637	21.983297985717016
